CREATE       262018
DESTROY           0
ADDMAP       524035
RM_MAP       262017
OPEN        5240342
READ              0
WRITE             0
LSEEK             0
CLOSE       5240341
DUP               0
FSTAT            16
DIRENT      5240340
UNLINK            0
READLINK          0
RENAME            0
RMDIR        262017
TRUNC             0
CHMOD             0
CHOWN             0
RESOLVE    11790737
UTIMENS           1
SYMLINK           0
BLOCKS            1
FLUSH             0

